tag1,tag2,tag3,tag4,tag5,tag6,tag7_resp
-1.6722137546358335,-2.6975217058073557,-0.06932046305372398,1.3265034939347666,-0.3898610056375995,0.9208737135368995,0.6424278334781114
-1.6688650485733867,-2.718629259915192,-0.06972961522896205,1.3265034939347666,-0.3898610056375995,0.9208737135368995,-0.6622662890804624
-1.6655088043912725,-2.706216357697634,-0.0697828618531836,1.3265034939347666,-0.3898610056375995,0.9208737135368995,-1.0870464455691882
-1.6622537688099903,-2.7025342822112495,-0.06973997216390665,1.3265034939347666,-0.3898610056375995,0.9208737135368995,-1.1447045090448846
-1.6590023145320194,-2.709264852099287,-0.06968806486794075,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-0.8147851764451095
-1.6557438378118778,-2.7174985702348806,-0.06962517692870718,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-0.8172765374627069
-1.652438580117722,-2.698219834528432,-0.06940388830299658,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-1.485570691643829
-1.6491276987239576,-2.770284585930394,-0.06961502462205187,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-1.450246945989402
-1.6444607465729346,-2.698175196709493,-0.06993192527104183,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-1.396543102382972
-1.6411452847325723,-2.6925742426258283,-0.0699126012893652,1.3265034939347666,-0.3579533609358957,0.9337394665508664,-1.3544621888555002
-1.6371563057712715,-2.708430019525316,-0.06996016097957349,1.3265034939347666,-0.3256220335472773,0.945500021823657,-1.5328725282577684
-1.6338514514489335,-2.7113430499534985,-0.0694960024636936,1.3265034939347666,-0.3256220335472773,0.945500021823657,-1.3884436160539382
-1.6293788928827482,0.5061919516192388,-0.06834350975335464,1.3265034939347666,-0.3256220335472773,0.945500021823657,-0.8555753590185767
-1.6249085604066449,0.525805950419556,-0.06844257062158722,1.3265034939347666,-0.3256220335472773,0.945500021823657,-0.5637732653289291
-1.6186543514704228,0.49117531324891023,-0.06856694428652711,1.3265034939347666,-0.3256220335472773,0.945500021823657,-0.3550876600262727
-1.6141500336127945,0.5222837589214566,-0.06872634773128576,1.3265034939347666,-0.3256220335472773,0.945500021823657,-0.24013056240042233
-1.6096694444650896,0.5096769401236537,-0.06853119654614312,1.3265034939347666,-0.2929052916518721,0.9561414592633936,0.37869136388718905
-1.6051995191333461,0.5073602218191825,-0.06875704877734043,1.3265034939347666,-0.2929052916518721,0.9561414592633936,-0.5731330281314584
-1.6007282107296004,0.5144957937112072,-0.06879851329532703,1.3265034939347666,-0.2929052916518721,0.9561414592633936,-0.5014997646451917
-1.5962465440858096,0.5235789965510277,-0.06878626981584564,1.3265034939347666,-0.2929052916518721,0.9561414592633936,-0.1561764734612913
-1.5917769263613515,0.40597409958137987,-0.06847198693644188,1.3265034939347666,-0.2929052916518721,0.9561414592633936,-0.09164974473947382
-1.587290549553551,0.5204848651361458,-0.06878070238391136,1.3265034939347666,-0.2929052916518721,0.9561414592633936,-0.1460295486645945
-1.5828018613381758,0.5186660279933767,-0.06850724694816039,1.3265034939347666,-0.2598418596162092,0.9656511833944958,0.15686863281675198
-1.578312655704131,0.4926389984665381,-0.06877735870043557,1.3265034939347666,-0.2598418596162092,0.9656511833944958,0.6933444624142342
-1.5738338550316149,0.488443978944765,-0.06823576783772699,1.3265034939347666,-0.2598418596162092,0.9656511833944958,-0.016567550981466433
-1.5675564893028642,0.48690008486756475,-0.06832606503349888,1.3265034939347666,-0.2598418596162092,0.9656511833944958,-0.12615732379243436
-1.563091897475177,0.49551722094480327,-0.06839781033166885,1.3265034939347666,-0.22647087215774228,0.9740179382660833,0.2664916629920329
-1.5586115224917896,0.5028234857506829,-0.06876755453598149,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.33298687156747625
-1.5541545494581337,0.47707892605921504,-0.0681710087923016,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.8124735280332769
-1.5496947473080378,0.5019458008142283,-0.06817987053703803,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.7496771172774089
-1.5452569190553604,0.48454807816241474,-0.06828621636539942,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.7432330078946465
-1.5407998609944076,0.4957374353438023,-0.068482091836965,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.3003847866402733
-1.53634153158674,0.48506195735304697,-0.0686642479481853,1.3265034939347666,-0.22647087215774228,0.9740179382660833,-0.2712918531297063
-1.530980131612332,0.490925962675531,-0.06838784037106518,1.3265034939347666,-0.19283182802465976,0.9812318207746159,-0.5239716470899382
